Invoice No,Invoice Date,Supplier Name,Product Name,Batch No,Expiry,MRP,Purchase Rate,Quantity,Discount,GST%,Rate A,Rate B,Rate C
INV0079,2024-03-01,ABC Pharma,Aspirin 75mg,BATCH4048,11/2027,138.51,344.6,286,1.13,12,56.5,180.82,115.09
INV0079,2024-11-18,Global Drugs,Aspirin 75mg,BATCH4753,08/2028,424.69,118.1,379,13.91,18,135.48,474.19,277.7
INV0079,2024-08-06,ABC Pharma,Paracetamol 500mg,BATCH2996,03/2028,450.46,172.54,358,15.78,18,411.33,328.4,452.54
INV0079,2024-03-11,MediSupply Co,Aspirin 75mg,BATCH3969,10/2028,300.31,71.75,347,15.89,12,411.11,261.93,159.37
INV0079,2024-08-24,MediSupply Co,Ibuprofen 400mg,BATCH4469,05/2027,86.96,283.47,34,10.41,18,376.02,164.04,325.28
INV0079,2024-03-29,XYZ Medical,Cetirizine 10mg,BATCH6256,02/2027,161.83,379.05,129,17.77,18,425.54,85.76,406.41
INV0079,2024-05-19,XYZ Medical,Paracetamol 500mg,BATCH6345,10/2028,183.47,373.27,84,41.86,18,302.6,451.21,472.63
INV0079,2024-07-10,HealthCare Ltd,Aspirin 75mg,BATCH2916,11/2026,96.01,370.6,428,49.73,18,219.67,200.23,101.74
INV0079,2024-07-16,ABC Pharma,Vitamin D3 1000IU,BATCH4515,06/2028,470.28,76.85,30,28.49,18,334.7,104.87,353.88
INV0079,2024-10-26,XYZ Medical,Azithromycin 500mg,BATCH1841,01/2028,386.46,244.98,100,20.17,5,329.56,385.64,223.21
INV0080,2024-03-25,HealthCare Ltd,Cetirizine 10mg,BATCH7401,05/2027,404.5,115.67,336,19.3,18,146.98,166.21,228.92
INV0080,2024-10-19,MediSupply Co,Vitamin D3 1000IU,BATCH3278,04/2028,92.67,235.51,77,4.91,12,347.22,301.57,430.02
INV0080,2024-04-16,XYZ Medical,Omeprazole 20mg,BATCH7360,11/2028,435.35,212.57,143,19.49,18,249.4,361.69,291.44
INV0080,2024-12-05,ABC Pharma,Azithromycin 500mg,BATCH9956,04/2028,135.99,144.77,290,16.34,18,214.76,213.14,109.47
INV0080,2024-05-02,ABC Pharma,Omeprazole 20mg,BATCH3865,10/2027,331.2,236.35,452,33.97,12,93.0,443.68,398.37
INV0080,2024-07-31,HealthCare Ltd,Paracetamol 500mg,BATCH4382,06/2028,206.37,327.78,104,38.62,18,267.14,51.8,291.8
INV0080,2024-10-18,MediSupply Co,Vitamin D3 1000IU,BATCH8299,08/2028,399.78,327.44,84,15.06,5,338.35,276.0,331.59
INV0080,2024-04-11,XYZ Medical,Ibuprofen 400mg,BATCH5487,10/2027,348.7,221.12,209,31.52,12,225.15,125.98,424.38
INV0080,2024-07-21,HealthCare Ltd,Vitamin D3 1000IU,BATCH3348,07/2027,490.87,296.38,213,5.1,12,99.97,459.14,243.67
INV0080,2024-02-09,HealthCare Ltd,Aspirin 75mg,BATCH2158,06/2027,185.24,136.96,500,20.28,5,410.48,196.81,455.37
INV0081,2024-07-25,XYZ Medical,Amoxicillin 250mg,BATCH7669,09/2028,102.99,185.16,304,24.79,12,148.97,249.74,179.2
INV0081,2024-10-23,HealthCare Ltd,Paracetamol 500mg,BATCH1888,08/2028,490.53,278.31,355,40.3,5,41.17,386.45,249.69
INV0081,2024-01-24,XYZ Medical,Vitamin D3 1000IU,BATCH8167,12/2026,179.69,174.68,210,33.04,18,73.72,220.71,451.58
INV0081,2024-12-24,HealthCare Ltd,Paracetamol 500mg,BATCH5875,06/2028,120.77,113.49,228,16.11,5,407.78,125.28,482.57
INV0081,2024-11-11,XYZ Medical,Metformin 500mg,BATCH9704,09/2027,294.03,167.93,341,27.87,12,93.77,224.38,457.91
INV0081,2024-09-01,Global Drugs,Cetirizine 10mg,BATCH4654,12/2027,198.95,105.99,396,36.72,12,271.29,474.51,362.65
INV0081,2024-10-10,HealthCare Ltd,Paracetamol 500mg,BATCH6467,07/2028,248.4,203.53,234,3.92,12,130.94,287.04,316.07
INV0081,2024-09-16,Global Drugs,Calcium 500mg,BATCH5699,12/2027,358.11,140.45,363,10.45,12,229.0,233.6,80.84
INV0081,2024-01-27,Global Drugs,Omeprazole 20mg,BATCH4095,09/2027,194.24,210.82,374,47.48,5,271.51,439.99,87.01
INV0081,2024-01-05,MediSupply Co,Ibuprofen 400mg,BATCH8664,06/2027,212.94,336.01,449,20.0,5,130.22,254.47,448.66
INV0082,2024-05-29,HealthCare Ltd,Omeprazole 20mg,BATCH2138,12/2026,195.39,172.76,42,32.84,12,434.75,335.79,490.31
INV0082,2024-04-24,Global Drugs,Cetirizine 10mg,BATCH5454,01/2028,491.38,280.71,265,22.4,18,260.2,356.33,293.74
INV0082,2024-01-30,ABC Pharma,Azithromycin 500mg,BATCH3440,05/2028,262.78,145.54,97,40.15,12,208.06,211.26,216.31
INV0082,2024-12-21,HealthCare Ltd,Paracetamol 500mg,BATCH3975,05/2028,335.18,44.71,391,36.75,5,437.47,236.34,208.22
INV0082,2024-01-15,HealthCare Ltd,Vitamin D3 1000IU,BATCH4883,04/2027,76.19,74.49,420,41.58,18,179.29,234.8,86.83
INV0082,2024-08-17,XYZ Medical,Calcium 500mg,BATCH2866,12/2026,214.12,193.92,422,26.42,5,203.14,133.81,53.23
INV0082,2024-03-16,Global Drugs,Azithromycin 500mg,BATCH3705,02/2028,385.83,336.13,410,30.96,12,180.26,227.4,67.36
INV0082,2024-01-20,ABC Pharma,Cetirizine 10mg,BATCH1823,08/2028,298.01,308.1,105,25.68,5,219.47,176.15,399.93
INV0082,2024-07-22,HealthCare Ltd,Omeprazole 20mg,BATCH2817,02/2027,179.2,351.54,219,19.8,12,315.33,414.45,445.69
INV0082,2024-03-26,ABC Pharma,Omeprazole 20mg,BATCH2723,07/2027,397.2,267.35,123,22.74,5,166.24,421.44,200.46
INV0083,2024-04-14,Global Drugs,Azithromycin 500mg,BATCH8271,03/2027,486.72,104.65,89,9.29,18,178.24,131.07,150.62
INV0083,2024-12-16,MediSupply Co,Omeprazole 20mg,BATCH2471,08/2028,240.37,269.82,260,35.05,12,280.75,373.03,50.99
INV0083,2024-07-25,ABC Pharma,Metformin 500mg,BATCH3571,07/2027,409.52,63.56,468,28.48,18,262.13,193.68,176.56
INV0083,2024-12-04,XYZ Medical,Cetirizine 10mg,BATCH7076,05/2028,372.95,103.22,137,6.39,5,322.22,364.95,281.35
INV0083,2024-01-31,Global Drugs,Calcium 500mg,BATCH8073,06/2028,315.34,315.37,236,12.74,18,423.28,75.67,97.22
INV0083,2024-09-02,Global Drugs,Vitamin D3 1000IU,BATCH6964,05/2027,414.41,251.64,257,42.19,12,235.79,172.14,150.33
INV0083,2024-04-14,ABC Pharma,Vitamin D3 1000IU,BATCH2470,10/2027,410.59,53.99,35,3.13,18,77.97,399.34,251.28
INV0083,2024-08-08,ABC Pharma,Azithromycin 500mg,BATCH4321,07/2028,229.8,350.49,397,1.55,5,88.29,273.39,228.64
INV0083,2024-06-28,ABC Pharma,Aspirin 75mg,BATCH8177,02/2028,141.75,132.29,92,13.23,18,334.17,263.59,249.42
INV0083,2024-01-17,MediSupply Co,Ibuprofen 400mg,BATCH3649,10/2027,497.86,320.3,39,34.54,18,119.13,160.36,62.53
INV0084,2024-11-02,MediSupply Co,Paracetamol 500mg,BATCH9838,02/2027,128.01,339.58,101,47.29,18,370.14,214.12,264.82
INV0084,2024-05-27,Global Drugs,Calcium 500mg,BATCH4858,07/2028,201.22,396.52,367,1.48,12,47.96,403.25,368.52
INV0084,2024-05-03,Global Drugs,Omeprazole 20mg,BATCH9144,07/2028,473.42,213.41,87,34.35,12,99.55,134.1,262.78
INV0084,2024-01-24,XYZ Medical,Calcium 500mg,BATCH6050,02/2028,285.38,247.39,189,41.42,5,419.26,334.34,156.04
INV0084,2024-06-26,ABC Pharma,Vitamin D3 1000IU,BATCH2797,12/2027,484.54,393.71,95,12.85,12,43.39,159.03,440.19
INV0084,2024-05-20,Global Drugs,Omeprazole 20mg,BATCH6653,06/2027,232.08,216.62,82,19.49,18,93.87,173.16,295.63
INV0084,2024-10-29,XYZ Medical,Calcium 500mg,BATCH6520,10/2028,418.31,290.77,482,25.43,12,270.38,385.32,201.57
INV0084,2024-10-31,Global Drugs,Omeprazole 20mg,BATCH1150,07/2027,255.4,298.92,178,18.04,18,432.19,189.15,149.06
INV0084,2024-12-09,XYZ Medical,Amoxicillin 250mg,BATCH7939,09/2028,434.04,255.63,142,42.61,18,387.41,45.65,50.22
INV0084,2024-07-18,HealthCare Ltd,Amoxicillin 250mg,BATCH9285,12/2026,160.71,197.88,405,25.83,12,292.57,470.57,435.21
INV0085,2024-06-21,MediSupply Co,Aspirin 75mg,BATCH4845,06/2028,396.73,285.74,259,35.95,18,426.11,354.62,326.33
INV0085,2024-11-01,ABC Pharma,Calcium 500mg,BATCH6267,01/2028,390.06,196.72,322,26.75,18,43.9,204.56,405.98
INV0085,2024-03-06,ABC Pharma,Azithromycin 500mg,BATCH3750,07/2028,260.57,144.17,453,3.03,12,421.04,395.38,185.99
INV0085,2024-12-08,XYZ Medical,Metformin 500mg,BATCH9639,03/2027,171.43,53.15,454,22.39,18,132.32,422.07,468.24
INV0085,2024-10-14,XYZ Medical,Metformin 500mg,BATCH4678,05/2027,245.58,277.65,309,21.65,12,103.85,235.03,245.68
INV0085,2024-01-02,HealthCare Ltd,Omeprazole 20mg,BATCH3246,07/2027,218.69,313.91,261,8.49,5,115.08,471.26,467.0
INV0085,2024-05-03,Global Drugs,Azithromycin 500mg,BATCH3788,02/2027,288.78,275.44,192,28.6,18,434.41,435.22,160.04
INV0085,2024-01-26,MediSupply Co,Paracetamol 500mg,BATCH5281,02/2028,353.79,38.67,129,3.15,5,167.34,230.52,440.28
INV0085,2024-05-01,Global Drugs,Metformin 500mg,BATCH6883,02/2028,182.85,132.22,82,12.88,18,224.62,103.13,96.46
INV0085,2024-06-30,MediSupply Co,Paracetamol 500mg,BATCH4934,03/2028,360.51,320.53,261,2.24,12,367.64,56.54,459.77
INV0086,2024-04-21,MediSupply Co,Amoxicillin 250mg,BATCH5128,10/2027,78.39,252.89,212,30.07,18,378.78,160.0,276.42
INV0086,2024-09-28,Global Drugs,Paracetamol 500mg,BATCH9367,11/2026,482.38,131.95,190,13.48,5,41.98,233.48,451.63
INV0086,2024-12-29,ABC Pharma,Ibuprofen 400mg,BATCH5287,02/2028,460.09,87.95,491,14.31,5,113.59,66.11,352.6
INV0086,2024-03-02,Global Drugs,Omeprazole 20mg,BATCH8294,12/2027,53.26,295.01,120,31.39,18,261.16,377.65,301.99
INV0086,2024-11-24,XYZ Medical,Cetirizine 10mg,BATCH5816,09/2028,177.89,315.57,206,25.0,5,274.28,142.01,211.02
INV0086,2024-02-16,HealthCare Ltd,Vitamin D3 1000IU,BATCH7904,06/2027,138.11,279.91,432,33.58,18,112.14,324.09,191.13
INV0086,2024-06-20,HealthCare Ltd,Omeprazole 20mg,BATCH6912,12/2027,207.12,358.65,294,32.88,5,180.71,445.28,112.81
INV0086,2024-03-29,ABC Pharma,Ibuprofen 400mg,BATCH7874,05/2028,485.33,339.0,319,48.17,18,249.82,61.66,170.02
INV0086,2024-05-08,ABC Pharma,Paracetamol 500mg,BATCH2821,05/2027,329.85,396.78,103,12.21,18,426.07,370.73,308.72
INV0086,2024-01-18,HealthCare Ltd,Calcium 500mg,BATCH1549,11/2026,480.1,191.93,398,48.09,12,135.03,222.42,347.68
INV0087,2024-01-09,HealthCare Ltd,Azithromycin 500mg,BATCH4710,05/2027,454.39,258.81,460,1.09,5,189.9,405.73,125.94
INV0087,2024-06-30,ABC Pharma,Omeprazole 20mg,BATCH6163,10/2027,274.16,220.3,146,6.89,18,406.02,210.39,183.16
INV0087,2024-01-15,XYZ Medical,Amoxicillin 250mg,BATCH4202,07/2027,417.46,47.44,50,11.86,12,99.93,216.65,192.96
INV0087,2024-12-05,ABC Pharma,Paracetamol 500mg,BATCH3734,01/2028,406.39,270.03,10,20.87,5,350.06,293.61,455.5
INV0087,2024-10-24,ABC Pharma,Omeprazole 20mg,BATCH5981,11/2027,318.85,248.4,499,36.86,18,254.35,126.64,492.23
INV0087,2024-03-11,HealthCare Ltd,Aspirin 75mg,BATCH2892,09/2028,142.43,224.87,164,47.58,12,155.88,154.75,122.04
INV0087,2024-01-01,HealthCare Ltd,Omeprazole 20mg,BATCH4522,10/2028,264.34,182.2,16,29.35,18,67.98,262.08,322.0
INV0087,2024-06-08,XYZ Medical,Calcium 500mg,BATCH7821,02/2028,378.54,100.31,299,41.25,12,350.45,251.93,386.98
INV0087,2024-08-07,HealthCare Ltd,Cetirizine 10mg,BATCH1708,01/2028,410.17,107.66,141,41.45,12,60.58,393.28,430.01
INV0087,2024-06-07,Global Drugs,Metformin 500mg,BATCH4020,06/2028,250.28,204.33,320,5.62,18,192.96,355.56,229.29
INV0088,2024-07-15,XYZ Medical,Amoxicillin 250mg,BATCH3822,01/2028,495.88,180.17,360,4.42,18,217.17,281.43,415.73
INV0088,2024-06-24,Global Drugs,Azithromycin 500mg,BATCH8997,10/2028,77.0,337.27,88,34.29,5,119.57,140.7,340.46
INV0088,2024-10-10,XYZ Medical,Ibuprofen 400mg,BATCH4070,04/2028,90.47,167.19,353,10.25,5,198.75,293.58,433.08
INV0088,2024-12-07,MediSupply Co,Metformin 500mg,BATCH6796,01/2027,388.38,97.27,245,24.88,18,222.03,112.17,250.15
INV0088,2024-03-26,XYZ Medical,Calcium 500mg,BATCH2801,10/2027,62.48,106.38,77,40.38,12,298.35,479.63,166.93
INV0088,2024-01-20,XYZ Medical,Amoxicillin 250mg,BATCH3819,01/2028,312.82,257.58,168,36.2,12,120.49,109.85,91.32
INV0088,2024-07-29,HealthCare Ltd,Amoxicillin 250mg,BATCH1298,12/2026,201.26,76.06,304,35.89,12,372.71,48.01,109.07
INV0088,2024-10-28,HealthCare Ltd,Amoxicillin 250mg,BATCH2717,12/2027,174.57,363.32,466,44.5,12,204.11,415.85,77.3
INV0088,2024-08-17,XYZ Medical,Ibuprofen 400mg,BATCH4516,11/2027,204.36,307.65,492,10.82,5,396.82,312.09,438.03
INV0088,2024-09-23,HealthCare Ltd,Calcium 500mg,BATCH9634,01/2028,383.84,31.52,119,19.45,5,301.63,324.35,213.46
INV0089,2024-07-03,XYZ Medical,Metformin 500mg,BATCH5539,02/2028,434.76,256.1,224,11.53,12,203.26,472.42,57.23
INV0089,2024-01-12,Global Drugs,Paracetamol 500mg,BATCH6978,10/2028,406.75,333.34,255,11.43,18,105.72,406.59,264.91
INV0089,2024-05-25,ABC Pharma,Aspirin 75mg,BATCH6822,07/2027,457.03,152.42,414,39.02,18,351.5,440.16,386.65
INV0089,2024-07-31,MediSupply Co,Vitamin D3 1000IU,BATCH6094,04/2027,153.98,267.04,65,19.77,12,317.63,257.28,89.41
INV0089,2024-10-15,MediSupply Co,Ibuprofen 400mg,BATCH9174,05/2027,255.89,359.06,58,15.03,18,125.16,385.22,151.43
INV0089,2024-10-27,Global Drugs,Ibuprofen 400mg,BATCH1107,09/2027,179.46,262.49,234,40.79,5,424.27,392.04,494.94
INV0089,2024-12-06,ABC Pharma,Omeprazole 20mg,BATCH6063,01/2028,146.12,276.06,99,38.64,12,327.35,238.94,53.38
INV0089,2024-02-24,ABC Pharma,Aspirin 75mg,BATCH1108,04/2027,93.35,311.05,251,49.15,12,391.62,185.81,428.08
INV0089,2024-04-08,ABC Pharma,Amoxicillin 250mg,BATCH6855,09/2028,484.83,344.59,228,36.93,18,248.9,113.03,474.08
INV0089,2024-07-25,Global Drugs,Amoxicillin 250mg,BATCH3911,12/2026,80.98,202.35,227,48.33,12,399.83,250.86,483.22
INV0090,2024-11-13,XYZ Medical,Cetirizine 10mg,BATCH4089,06/2028,308.04,229.49,296,16.6,5,435.17,282.16,365.64
INV0090,2024-05-17,MediSupply Co,Azithromycin 500mg,BATCH5058,11/2028,483.53,352.07,308,12.22,5,168.87,386.59,299.22
INV0090,2024-04-23,ABC Pharma,Calcium 500mg,BATCH7783,05/2027,113.53,395.33,112,34.08,12,222.28,444.2,311.51
INV0090,2024-06-26,ABC Pharma,Azithromycin 500mg,BATCH9074,02/2027,247.87,66.21,452,46.94,5,257.83,476.86,465.96
INV0090,2024-07-04,HealthCare Ltd,Paracetamol 500mg,BATCH6758,11/2026,195.95,168.18,284,39.78,12,436.57,138.54,463.69
INV0090,2024-02-07,Global Drugs,Cetirizine 10mg,BATCH3616,12/2027,427.77,43.25,372,35.53,5,184.89,462.87,485.37
INV0090,2024-01-28,HealthCare Ltd,Metformin 500mg,BATCH5609,03/2027,350.32,54.97,23,16.77,18,398.92,433.27,358.58
INV0090,2024-10-03,MediSupply Co,Paracetamol 500mg,BATCH3079,12/2026,392.11,260.26,16,21.75,12,236.5,214.29,81.75
INV0090,2024-02-26,XYZ Medical,Amoxicillin 250mg,BATCH6776,11/2026,236.19,120.59,259,16.94,5,254.94,131.3,372.13
INV0090,2024-10-09,HealthCare Ltd,Ibuprofen 400mg,BATCH8117,04/2028,403.32,146.69,64,30.44,5,240.39,185.65,420.72
INV0091,2024-06-23,ABC Pharma,Omeprazole 20mg,BATCH1440,08/2027,121.09,88.87,484,15.24,12,235.25,396.05,78.29
INV0091,2024-02-27,MediSupply Co,Metformin 500mg,BATCH8685,09/2027,176.2,244.47,18,19.74,12,65.0,188.69,281.85
INV0091,2024-03-26,Global Drugs,Vitamin D3 1000IU,BATCH2907,08/2027,304.95,369.13,158,43.65,5,280.32,336.75,424.22
INV0091,2024-01-06,HealthCare Ltd,Omeprazole 20mg,BATCH8459,09/2027,425.93,365.57,282,45.38,5,419.01,404.16,374.35
INV0091,2024-07-12,ABC Pharma,Azithromycin 500mg,BATCH8813,12/2027,59.68,268.39,70,25.78,12,275.92,366.04,338.11
INV0091,2024-01-10,HealthCare Ltd,Amoxicillin 250mg,BATCH3582,02/2027,101.42,92.52,257,49.61,12,134.45,287.56,159.9
INV0091,2024-11-10,XYZ Medical,Paracetamol 500mg,BATCH3994,02/2027,348.48,81.07,325,15.13,18,204.6,305.86,99.41
INV0091,2024-07-02,XYZ Medical,Ibuprofen 400mg,BATCH8173,08/2027,334.37,361.11,355,1.57,18,441.0,94.68,169.99
INV0091,2024-06-13,MediSupply Co,Vitamin D3 1000IU,BATCH4853,06/2027,342.09,57.62,108,5.36,18,326.85,414.47,53.1
INV0091,2024-10-09,Global Drugs,Aspirin 75mg,BATCH9251,11/2027,291.28,124.42,338,8.74,18,202.72,155.91,262.98
INV0092,2024-06-12,XYZ Medical,Calcium 500mg,BATCH3153,05/2027,360.36,38.64,459,5.07,12,109.32,302.81,230.38
INV0092,2024-02-26,HealthCare Ltd,Aspirin 75mg,BATCH9944,08/2028,171.21,365.66,312,13.4,5,59.1,349.71,412.52
INV0092,2024-05-25,Global Drugs,Ibuprofen 400mg,BATCH5895,06/2028,83.3,360.25,412,34.76,12,192.94,359.39,491.95
INV0092,2024-07-07,XYZ Medical,Metformin 500mg,BATCH1799,11/2028,129.63,392.3,358,16.9,18,303.8,408.12,478.92
INV0092,2024-12-14,Global Drugs,Omeprazole 20mg,BATCH6636,01/2027,71.61,87.19,344,28.55,5,172.67,409.41,461.73
INV0092,2024-06-19,Global Drugs,Paracetamol 500mg,BATCH4472,03/2027,222.17,64.09,36,11.04,12,289.91,234.16,259.12
INV0092,2024-07-10,Global Drugs,Amoxicillin 250mg,BATCH6442,12/2026,79.22,329.11,485,37.91,18,164.3,421.86,60.84
INV0092,2024-05-26,XYZ Medical,Metformin 500mg,BATCH3763,10/2027,484.57,74.6,447,48.23,18,385.15,201.46,101.93
INV0092,2024-03-25,XYZ Medical,Omeprazole 20mg,BATCH3476,10/2028,104.08,227.6,180,38.71,12,347.29,78.37,284.38
INV0092,2024-04-17,Global Drugs,Metformin 500mg,BATCH4659,01/2028,457.6,118.58,228,5.31,5,264.9,436.93,397.69
INV0093,2024-02-21,HealthCare Ltd,Ibuprofen 400mg,BATCH1551,10/2028,87.84,381.79,377,9.59,5,351.73,422.25,355.38
INV0093,2024-12-07,MediSupply Co,Omeprazole 20mg,BATCH1142,08/2028,108.86,291.29,429,48.0,18,390.38,82.1,357.25
INV0093,2024-12-19,XYZ Medical,Ibuprofen 400mg,BATCH9271,05/2027,403.37,148.37,230,12.68,12,147.9,343.67,114.27
INV0093,2024-03-04,Global Drugs,Azithromycin 500mg,BATCH6281,10/2028,151.24,212.62,370,34.83,18,119.57,446.68,240.17
INV0093,2024-02-23,XYZ Medical,Ibuprofen 400mg,BATCH9276,01/2028,90.98,378.35,335,27.21,5,318.81,184.87,111.36
INV0093,2024-12-05,Global Drugs,Paracetamol 500mg,BATCH8576,04/2028,119.94,192.94,472,40.56,18,290.02,364.19,225.27
INV0093,2024-05-26,Global Drugs,Amoxicillin 250mg,BATCH5108,09/2027,410.03,218.85,256,35.95,18,301.96,310.36,164.42
INV0093,2024-01-27,XYZ Medical,Azithromycin 500mg,BATCH8203,10/2027,177.92,104.42,18,25.54,18,397.45,355.24,291.69
INV0093,2024-06-16,ABC Pharma,Calcium 500mg,BATCH5237,02/2027,491.91,98.38,388,42.21,18,139.86,92.05,130.91
INV0093,2024-08-28,Global Drugs,Vitamin D3 1000IU,BATCH4363,07/2027,461.41,65.93,279,26.87,5,120.34,187.27,140.49
INV0094,2024-01-12,HealthCare Ltd,Omeprazole 20mg,BATCH7169,10/2028,65.23,338.27,106,15.83,5,439.25,133.0,101.09
INV0094,2024-11-17,XYZ Medical,Calcium 500mg,BATCH8266,10/2027,230.61,247.41,495,12.02,18,65.08,211.59,177.38
INV0094,2024-08-30,ABC Pharma,Metformin 500mg,BATCH7701,07/2028,149.68,259.14,489,45.02,18,61.63,348.49,372.04
INV0094,2024-08-08,Global Drugs,Amoxicillin 250mg,BATCH6502,03/2028,455.56,313.63,232,5.65,12,117.67,402.32,231.35
INV0094,2024-10-06,MediSupply Co,Paracetamol 500mg,BATCH3979,08/2028,335.01,352.56,129,35.45,5,446.92,347.49,347.4
INV0094,2024-02-02,ABC Pharma,Ibuprofen 400mg,BATCH1095,05/2028,79.83,110.27,297,44.52,12,120.15,160.11,343.44
INV0094,2024-07-11,XYZ Medical,Ibuprofen 400mg,BATCH1725,12/2026,374.56,279.89,30,42.09,5,366.52,152.8,171.23
INV0094,2024-08-19,Global Drugs,Vitamin D3 1000IU,BATCH6793,10/2028,101.4,179.52,177,12.55,18,343.25,218.72,290.18
INV0094,2024-07-16,Global Drugs,Ibuprofen 400mg,BATCH9919,04/2028,301.73,115.77,19,36.58,18,172.26,200.89,170.11
INV0094,2024-11-28,XYZ Medical,Cetirizine 10mg,BATCH8717,07/2028,266.98,179.03,487,32.06,12,261.84,166.94,169.53
INV0095,2024-10-18,Global Drugs,Aspirin 75mg,BATCH9259,10/2027,95.99,339.24,363,47.14,12,122.89,426.8,481.57
INV0095,2024-01-17,MediSupply Co,Omeprazole 20mg,BATCH3642,10/2027,160.29,292.02,172,33.65,12,392.52,431.56,436.74
INV0095,2024-01-23,XYZ Medical,Ibuprofen 400mg,BATCH7761,09/2027,89.99,284.3,33,9.25,18,73.34,337.74,377.54
INV0095,2024-01-19,HealthCare Ltd,Ibuprofen 400mg,BATCH8293,11/2027,497.44,33.01,484,37.63,12,84.93,433.28,429.87
INV0095,2024-01-08,HealthCare Ltd,Calcium 500mg,BATCH4941,12/2027,332.03,167.1,437,28.82,5,90.0,281.91,124.46
INV0095,2024-06-16,XYZ Medical,Metformin 500mg,BATCH1916,10/2028,445.98,46.58,249,17.57,12,298.43,471.27,376.17
INV0095,2024-08-28,ABC Pharma,Cetirizine 10mg,BATCH5334,04/2027,240.94,135.48,269,31.53,18,385.38,155.86,221.76
INV0095,2024-12-27,MediSupply Co,Azithromycin 500mg,BATCH9281,02/2028,91.08,353.28,256,45.83,5,341.03,288.72,266.24
INV0095,2024-02-15,HealthCare Ltd,Cetirizine 10mg,BATCH1599,04/2028,297.9,319.29,159,4.84,12,288.87,92.65,191.7
INV0095,2024-05-03,HealthCare Ltd,Cetirizine 10mg,BATCH1291,10/2028,450.1,200.01,20,17.22,5,307.41,113.94,71.2
INV0096,2024-12-11,ABC Pharma,Calcium 500mg,BATCH6773,01/2028,102.49,57.16,300,46.38,18,139.22,467.6,84.27
INV0096,2024-10-03,ABC Pharma,Calcium 500mg,BATCH1434,08/2028,461.62,267.76,329,27.87,12,44.7,461.89,178.57
INV0096,2024-11-10,HealthCare Ltd,Omeprazole 20mg,BATCH6835,08/2028,384.0,40.24,345,44.95,18,251.95,214.24,121.35
INV0096,2024-02-12,MediSupply Co,Paracetamol 500mg,BATCH4495,12/2027,184.21,206.55,291,21.8,12,49.48,191.24,427.89
INV0096,2024-11-09,Global Drugs,Azithromycin 500mg,BATCH4144,04/2028,169.04,376.8,48,9.09,18,295.13,270.62,51.59
INV0096,2024-06-02,MediSupply Co,Aspirin 75mg,BATCH3458,03/2028,389.85,62.16,389,26.22,18,383.36,426.13,286.07
INV0096,2024-11-12,Global Drugs,Azithromycin 500mg,BATCH3286,07/2027,416.03,138.67,142,15.8,5,412.08,288.43,113.0
INV0096,2024-06-14,XYZ Medical,Azithromycin 500mg,BATCH6983,08/2028,476.31,66.01,118,24.18,5,385.65,231.94,194.04
INV0096,2024-12-19,ABC Pharma,Omeprazole 20mg,BATCH9449,06/2027,460.41,375.26,211,40.93,12,53.97,113.97,101.05
INV0096,2024-10-05,XYZ Medical,Vitamin D3 1000IU,BATCH5669,04/2028,177.77,336.91,126,47.09,5,162.18,308.87,258.31
INV0097,2024-10-06,HealthCare Ltd,Amoxicillin 250mg,BATCH3116,10/2027,266.51,339.28,178,42.9,5,132.34,113.08,267.16
INV0097,2024-12-11,HealthCare Ltd,Vitamin D3 1000IU,BATCH4908,01/2028,204.1,56.2,231,8.04,18,242.16,290.67,62.0
INV0097,2024-01-17,XYZ Medical,Cetirizine 10mg,BATCH4991,02/2027,118.22,154.94,32,2.86,5,220.21,84.38,80.14
INV0097,2024-03-15,HealthCare Ltd,Aspirin 75mg,BATCH4544,11/2027,449.36,377.26,227,4.33,12,400.57,100.03,265.45
INV0097,2024-09-01,HealthCare Ltd,Metformin 500mg,BATCH3252,11/2028,201.79,252.59,462,6.78,12,281.67,362.89,133.83
INV0097,2024-10-24,ABC Pharma,Omeprazole 20mg,BATCH7508,06/2028,391.24,363.62,411,23.03,18,188.88,447.28,482.11
INV0097,2024-07-06,HealthCare Ltd,Omeprazole 20mg,BATCH9935,05/2028,134.76,341.83,354,33.23,5,174.12,422.42,112.2
INV0097,2024-11-10,HealthCare Ltd,Azithromycin 500mg,BATCH9884,12/2026,308.74,92.9,253,11.82,5,62.44,239.9,353.27
INV0097,2024-04-24,HealthCare Ltd,Aspirin 75mg,BATCH8438,12/2027,385.54,44.14,169,16.14,18,60.29,137.48,264.74
INV0097,2024-04-08,XYZ Medical,Paracetamol 500mg,BATCH6678,02/2028,416.3,94.31,245,12.73,5,206.79,169.7,412.19
INV0098,2024-07-10,Global Drugs,Vitamin D3 1000IU,BATCH5642,10/2028,437.31,330.62,444,11.51,5,351.77,295.62,311.51
INV0098,2024-08-29,ABC Pharma,Metformin 500mg,BATCH9508,02/2028,330.81,154.49,412,19.71,5,385.71,256.45,387.06
INV0098,2024-03-05,Global Drugs,Paracetamol 500mg,BATCH6984,12/2026,212.11,321.59,119,12.11,5,416.52,455.41,242.93
INV0098,2024-10-22,XYZ Medical,Metformin 500mg,BATCH4878,05/2027,71.43,373.38,435,35.62,18,322.82,53.67,454.96
INV0098,2024-07-30,HealthCare Ltd,Aspirin 75mg,BATCH3704,01/2028,357.25,154.14,40,33.67,18,317.79,384.06,243.71
